Type	chromsome	Start	End	q-value	G-score	average amplitude	frequency
Amp	4	49487500	49662500	0	0.088005	0.209994	0.166667
Amp	4	52662500	52682500	0	0.066035	0.315141	0.083333
Amp	4	52687500	83302500	0	0	0	0
Amp	4	83307500	83372500	0	0.044535	0.212535	0.083333
Amp	4	83377500	87577500	0	0	0	0
Amp	4	87582500	88272500	0	0.022541	0.107574	0.083333
Amp	4	88277500	119337500	0	0	0	0
Amp	4	119342500	119382500	0	0.100313	0.478728	0.083333
Amp	4	119387500	119477500	0	0	0	0
Amp	4	119482500	119557500	0	0.108624	0.518387	0.083333
Amp	4	119562500	120292500	0	0	0	0
Amp	4	120297500	120312500	0	0.053555	0.255582	0.083333
Amp	4	120317500	120372500	0.010686	0.154157	0.367843	0.166667
Amp	4	120377500	120377500	0	0.053555	0.255582	0.083333
Amp	4	120382500	132637500	0	0	0	0
Amp	4	132642500	132687500	0.097697	0.187934	0.89688	0.083333
Amp	4	132692500	169952500	0	0	0	0
Amp	4	169957500	169967500	0	0.108258	0.516642	0.083333
Amp	4	169972500	170007500	0.097697	0.183149	0.437024	0.166667
Amp	4	170012500	170032500	0	0.074891	0.357406	0.083333
Amp	4	170037500	183722500	0	0	0	0
Amp	4	183727500	183782500	0.077169	0.175023	0.875873	0.083333
Amp	4	183787500	187892500	0	0.033217	0.199129	0.083333
Amp	4	187897500	190967500	0	0	0	0
Amp	4	190972500	190982500	0	0.098187	0.509187	0.083333
Amp	4	190987500	191042500	0.223284	0.345388	0.564451	0.25
Amp	5	12500	307500	0.471206	0.576319	0.657461	0.583333
Amp	5	312500	1047500	0.400265	0.466303	0.679533	0.5
Amp	5	1052500	1937500	0.257794	0.347176	0.692948	0.416667
Amp	5	1942500	1962500	0.169382	0.257234	0.758877	0.333333
Amp	5	1967500	2762500	0	0.132396	0.59887	0.333333
Amp	5	2767500	6447500	0	0	0.587881	0.25
Amp	5	6452500	6777500	0	0.065968	0.519616	0.333333
Amp	5	6782500	13862500	0	0	0.587881	0.25
Amp	5	13867500	15027500	0	0.048764	0.49909	0.333333
Amp	5	15032500	34457500	0	0	0.587881	0.25
Amp	5	34462500	34517500	0	0.073216	0.53933	0.333333
Amp	5	34522500	36132500	0	0	0.602636	0.25
Amp	5	36137500	36257500	0	0.058329	0.521568	0.333333
Amp	5	36262500	52057500	0	0	0.602636	0.25
Amp	5	52062500	52117500	0	0.052083	0.43711	0.166667
Amp	5	52122500	69742500	0	0	0.625663	0.083333
Amp	5	69747500	69827500	0	0.092382	0.542968	0.166667
Amp	5	69832500	70192500	0	0	0.645059	0.083333
Amp	5	70197500	70422500	0	0.041013	0.420394	0.166667
Amp	5	70427500	70487500	0	0	0.645059	0.083333
Amp	5	70492500	70532500	0	0.10709	0.578063	0.166667
Amp	5	70537500	72352500	0	0	0.645059	0.083333
Amp	5	72357500	73982500	0	0.079265	0.518764	0.166667
Amp	5	73987500	90562500	0	0	0.645059	0.083333
Amp	5	90567500	90647500	0	0.086776	0.463332	0.166667
Amp	5	90652500	92897500	0	0	0.51254	0.083333
Amp	5	92902500	92957500	0	0.067348	0.388382	0.166667
Amp	5	92962500	95137500	0	0	0.455355	0.083333
Amp	5	95142500	95187500	0	0.103616	0.501995	0.166667
Amp	5	95192500	108542500	0	0	0.5095	0.083333
Amp	5	108547500	108587500	0	0.083004	0.45281	0.166667
Amp	5	108592500	131292500	0	0	0.5095	0.083333
Amp	5	131297500	131442500	0	0.09857	0.62197	0.166667
Amp	5	131447500	131522500	0	0	0.717161	0.083333
Amp	5	131527500	131842500	0	0.080507	0.614375	0.166667
Amp	5	131847500	132082500	0	0	0.422273	0.166667
Amp	5	132087500	133622500	0	0.081752	0.553654	0.166667
Amp	5	133627500	133667500	0	0	0.717161	0.083333
Amp	5	133672500	134587500	0	0.088286	0.569246	0.166667
Amp	5	134592500	134637500	0	0	0.717161	0.083333
Amp	5	134642500	134757500	0	0.050931	0.480109	0.166667
Amp	5	134762500	135082500	0	0.086776	0.565643	0.166667
Amp	5	135087500	135142500	0	0	0.717161	0.083333
Amp	5	135147500	135227500	0	0.084782	0.560883	0.166667
Amp	5	135232500	135322500	0	0	0.717161	0.083333
Amp	5	135327500	135457500	0	0.071887	0.530115	0.166667
Amp	5	135462500	135522500	0	0	0.717161	0.083333
Amp	5	135527500	139007500	0	0.041171	0.470922	0.166667
Amp	5	139012500	139012500	0.154842	0.216124	0.61922	0.25
Amp	5	139017500	139182500	0.169382	0.294542	0.568197	0.333333
Amp	5	139187500	139292500	0.154842	0.216124	0.61922	0.25
Amp	5	139297500	141012500	0	0.041171	0.470922	0.166667
Amp	5	141017500	141262500	0.039341	0.160982	0.756809	0.166667
Amp	5	141267500	148572500	0	0	0.717161	0.083333
Amp	5	148577500	148737500	0	0.11455	0.646016	0.166667
Amp	5	148742500	148857500	0.169382	0.286995	1.057497	0.166667
Amp	5	148862500	148862500	0.077169	0.172445	1.540124	0.083333
Amp	5	148867500	148907500	0	0	0.69727	0.083333
Amp	5	148912500	150057500	0	0.096184	0.63732	0.166667
Amp	5	150062500	156047500	0	0	0.40781	0.166667
Amp	5	156052500	156597500	0	0.133752	0.500342	0.25
Amp	5	156602500	156817500	0	0	0.40781	0.166667
Amp	5	156822500	157092500	0	0.143189	0.499655	0.25
Amp	5	157097500	159542500	0	0	0.40781	0.166667
Amp	5	159547500	159787500	0	0.128186	0.695962	0.166667
Amp	5	159792500	167647500	0	0	0.69727	0.083333
Amp	5	167652500	170302500	0	0.05747	0.485767	0.166667
Amp	5	170307500	170707500	0	0	0.69727	0.083333
Amp	5	170712500	175077500	0	0.064991	0.545118	0.166667
Amp	5	175082500	175342500	0.097697	0.188478	0.594279	0.25
Amp	5	175347500	175787500	0	0.093412	0.443051	0.25
Amp	5	175792500	175952500	0.15657	0.234806	0.681516	0.25
Amp	5	175957500	176192500	0.210438	0.333245	0.864238	0.25
Amp	5	176197500	176307500	0.407533	0.472825	1.06015	0.25
Amp	5	176312500	176322500	0.328749	0.374386	0.896093	0.25
Amp	5	176327500	176482500	0.133141	0.200352	0.619245	0.25
Amp	5	176487500	176562500	0.223284	0.343096	0.846318	0.25
Amp	5	176567500	176722500	0.133141	0.200352	0.613909	0.25
Amp	5	176727500	176727500	0.169382	0.305558	0.783114	0.25
Amp	5	176732500	176747500	0.400265	0.46377	1.065226	0.25
Amp	5	176752500	176942500	0.684345	0.654439	1.368538	0.25
Amp	5	176947500	176962500	0.400265	0.46377	1.051686	0.25
Amp	5	176967500	176977500	0.169382	0.305558	0.800007	0.25
Amp	5	176982500	177347500	0.133141	0.200352	0.632648	0.25
Amp	5	177352500	178577500	0.15657	0.247803	0.708132	0.25
Amp	5	178582500	178867500	0.312326	0.363628	0.942501	0.25
Amp	5	178872500	179937500	0.15657	0.247803	0.758251	0.25
Amp	5	179942500	180012500	0.077169	0.169815	0.872233	0.166667
Amp	5	180017500	180107500	0.210438	0.329407	0.857631	0.25
Amp	5	180112500	180232500	0.154842	0.21461	0.675015	0.25
Amp	5	180237500	180372500	0.039341	0.164835	0.569288	0.25
Amp	5	180377500	180427500	0.169382	0.305272	0.605503	0.333333
Amp	5	180432500	180672500	0.039341	0.164835	0.569288	0.25
Amp	5	180677500	180757500	0.15657	0.247595	0.525705	0.333333
Amp	5	180762500	180837500	0.133141	0.2028	0.607414	0.25
Amp	5	180842500	180907500	0.15657	0.245218	0.506169	0.333333
Amp	6	62500	122500	0	0.145517	0.820179	0.166667
Amp	6	127500	182500	0.15657	0.243544	0.712446	0.25
Amp	6	187500	252500	0	0.128877	0.530036	0.25
Amp	6	257500	7242500	0	0.03085	0.546565	0.166667
Amp	6	7247500	7327500	0	0.080511	0.676647	0.25
Amp	6	7332500	28827500	0	0	0.797236	0.166667
Amp	6	28832500	28942500	0	0.067483	0.636908	0.25
Amp	6	28947500	29077500	0	0	0.794336	0.166667
Amp	6	29082500	29137500	0	0.077397	0.652679	0.25
Amp	6	29142500	29652500	0	0.099179	0.519695	0.333333
Amp	6	29657500	29682500	0.111999	0.195192	0.634247	0.333333
Amp	6	29687500	29772500	0.312326	0.360301	0.67615	0.416667
Amp	6	29777500	29837500	0.111999	0.195192	0.634247	0.333333
Amp	6	29847500	29867500	0	0.122318	0.547302	0.333333
Amp	6	29892500	30092500	0.175808	0.315874	0.622584	0.416667
Amp	6	30097500	30222500	0	0.122318	0.547302	0.333333
Amp	6	30227500	30382500	0.077169	0.176004	0.489083	0.416667
Amp	6	30387500	30452500	0	0.122318	0.547302	0.333333
Amp	6	30457500	30552500	0.154842	0.223532	0.534447	0.416667
Amp	6	30557500	31002500	0.312326	0.357802	0.662602	0.416667
Amp	6	31007500	31022500	0.451188	0.490915	0.789655	0.416667
Amp	6	31027500	31112500	0.548277	0.611307	0.904564	0.416667
Amp	6	31117500	31222500	0.328749	0.376979	0.851133	0.333333
Amp	6	31242500	31247500	0.400228	0.444968	0.7458	0.416667
Amp	6	31252500	31322500	0.039341	0.167168	0.378597	0.333333
Amp	6	31327500	31442500	0.169382	0.254631	0.564129	0.416667
Amp	6	31447500	31567500	0.471206	0.530993	0.827907	0.416667
Amp	6	31572500	31647500	0.926938	0.746488	1.03359	0.416667
Amp	6	31652500	32092500	0.548277	0.608054	0.901459	0.416667
Amp	6	32097500	32217500	0.400228	0.429541	0.731075	0.416667
Amp	6	32222500	32222500	0.257794	0.352144	0.821503	0.333333
Amp	6	32227500	32337500	0.133141	0.207094	0.864595	0.25
Amp	6	32342500	32432500	0.169382	0.312799	0.774562	0.333333
Amp	6	32437500	32747500	0	0.076916	0.361225	0.25
Amp	6	32752500	32797500	0	0.055134	0.460507	0.166667
Amp	6	32802500	33042500	0	0.146039	0.747899	0.25
Amp	6	33047500	33117500	0.111999	0.190215	0.818173	0.25
Amp	6	33122500	33632500	0.169382	0.289413	0.731981	0.333333
Amp	6	33637500	34132500	0.362576	0.379921	0.857845	0.333333
Amp	6	34137500	35427500	0.169382	0.289413	0.749862	0.333333
Amp	6	35432500	35477500	0.362576	0.383549	0.862173	0.333333
Amp	6	35482500	37777500	0.169382	0.289413	0.744506	0.333333
Amp	6	37782500	37787500	0.010686	0.154333	0.580098	0.333333
Amp	6	37792500	39002500	0	0.055134	0.615661	0.25
Amp	6	39007500	41302500	0	0.142121	0.565528	0.333333
Amp	6	41307500	44347500	0.169382	0.279206	0.732327	0.333333
Amp	6	44352500	44357500	0	0.142121	0.517288	0.333333
Amp	6	44362500	44417500	0	0.055134	0.551341	0.25
Amp	6	44422500	44707500	0	0.130642	0.503593	0.333333
Amp	6	44712500	44772500	0	0.075508	0.567052	0.25
Amp	6	44777500	52357500	0	0	0.670403	0.166667
Amp	6	52362500	52462500	0	0.102587	0.610127	0.25
Amp	6	52467500	58082500	0	0	0.670403	0.166667
Amp	6	58087500	58772500	0	0.08983	0.570385	0.166667
Amp	6	58777500	73907500	0	0	0.682912	0.083333
Amp	6	73912500	74312500	0	0.085061	0.544426	0.166667
Amp	6	74317500	85442500	0	0	0.682912	0.083333
Amp	6	85447500	85497500	0	0.055854	0.474733	0.166667
Amp	6	85502500	97332500	0	0	0.682912	0.083333
Amp	6	97337500	97382500	0	0.074412	0.519016	0.166667
Amp	6	97387500	109757500	0	0	0.682912	0.083333
Amp	6	109762500	111012500	0	0.028377	0.409168	0.166667
Amp	6	111017500	111317500	0	0.125949	0.744964	0.166667
Amp	6	111322500	111642500	0	0.028377	0.39778	0.166667
Amp	6	111647500	149732500	0	0	0.660136	0.083333
Amp	6	149737500	149822500	0	0.105088	0.6889	0.166667
Amp	6	149827500	153577500	0	0	0.810058	0.083333
Amp	6	153582500	153642500	0	0.130157	0.715604	0.166667
Amp	6	153647500	157537500	0	0	0.810058	0.083333
Amp	6	157542500	165002500	0	0.028866	0.473909	0.166667
Amp	6	165007500	165067500	0	0	0.810058	0.083333
Amp	6	165072500	168202500	0	0.04831	0.520304	0.166667
Amp	6	168207500	168322500	0	0	0.810058	0.083333
Amp	6	168327500	170817500	0	0.083596	0.604502	0.166667
Amp	6	170822500	170947500	0	0	0.810058	0.083333
Amp	6	170952500	170997500	0	0.042131	0.50556	0.166667
Amp	6	171002500	171057500	0	0	0.810058	0.083333
Amp	7	12500	222500	0.471206	0.578089	0.454444	0.666667
Amp	7	227500	1797500	0.451188	0.483222	0.452323	0.583333
Amp	7	1802500	1807500	0.375817	0.395064	0.392219	0.583333
Amp	7	1812500	1847500	0.312326	0.36152	0.36935	0.583333
Amp	7	1852500	2737500	0.400228	0.441226	0.430803	0.583333
Amp	7	2742500	3342500	0.312326	0.36152	0.376462	0.583333
Amp	7	3347500	3972500	0.111999	0.195294	0.304068	0.5
Amp	7	3977500	5272500	0.210438	0.328285	0.353803	0.583333
Amp	7	5277500	5772500	0.383658	0.413933	0.412195	0.583333
Amp	7	5777500	6862500	0.169382	0.301865	0.380327	0.5
Amp	7	6867500	7052500	0.077169	0.172317	0.332743	0.416667
Amp	7	7057500	7092500	0	0.039326	0.252874	0.333333
Amp	7	7097500	25202500	0	0	0.274606	0.25
Amp	7	25207500	27132500	0	0.067301	0.295453	0.333333
Amp	7	27137500	27142500	0.097697	0.187454	0.438805	0.333333
Amp	7	27147500	27242500	0.169382	0.292251	0.464343	0.416667
Amp	7	27247500	27297500	0	0.128328	0.307885	0.416667
Amp	7	27302500	27927500	0	0.023531	0.243232	0.333333
Amp	7	27932500	27987500	0	0.057739	0.227236	0.416667
Amp	7	27992500	30677500	0	0.023531	0.243232	0.333333
Amp	7	30682500	31152500	0	0.135238	0.31448	0.416667
Amp	7	31157500	38292500	0	0.023531	0.243232	0.333333
Amp	7	38297500	38297500	0.039341	0.158865	0.326335	0.416667
Amp	7	38302500	38387500	0.175808	0.316809	0.400333	0.5
Amp	7	38392500	38402500	0.039341	0.158865	0.326335	0.416667
Amp	7	38407500	39767500	0	0.023531	0.243232	0.333333
Amp	7	39772500	39842500	0	0.113668	0.292087	0.416667
Amp	7	39847500	43782500	0	0.023531	0.243232	0.333333
Amp	7	43787500	43912500	0	0.137472	0.309203	0.416667
Amp	7	43917500	44062500	0.15657	0.245657	0.343718	0.5
Amp	7	44067500	44252500	0.362576	0.385605	0.455031	0.5
Amp	7	44257500	44307500	0.451188	0.500985	0.546802	0.5
Amp	7	44312500	44352500	0.362576	0.385605	0.452911	0.5
Amp	7	44357500	45202500	0.169382	0.27483	0.364802	0.5
Amp	7	45207500	45267500	0.039341	0.166645	0.334504	0.416667
Amp	7	45272500	45632500	0	0.052705	0.274858	0.333333
Amp	7	45637500	47207500	0	0	0.276369	0.25
Amp	7	47212500	48002500	0	0.090331	0.32238	0.333333
Amp	7	48007500	56427500	0	0	0.276369	0.25
Amp	7	56432500	56867500	0	0.02741	0.244365	0.333333
Amp	7	56872500	57097500	0.010686	0.152604	0.412621	0.333333
Amp	7	57102500	61737500	0	0.02741	0.273579	0.333333
Amp	7	61742500	61797500	0.154842	0.213101	0.396414	0.416667
Amp	7	61802500	61802500	0	0.136115	0.322934	0.416667
Amp	7	61807500	65942500	0	0.02741	0.181262	0.416667
Amp	7	65947500	66562500	0	0.129422	0.28204	0.5
Amp	7	66567500	72247500	0	0.02741	0.218128	0.416667
Amp	7	72252500	72707500	0.039341	0.16268	0.296864	0.5
Amp	7	72712500	72852500	0.169382	0.297749	0.404297	0.5
Amp	7	72857500	72932500	0.039341	0.16268	0.295787	0.5
Amp	7	72937500	76122500	0.169382	0.273324	0.39945	0.5
Amp	7	76127500	76172500	0.210438	0.33028	0.429094	0.5
Amp	7	76177500	76177500	0.111999	0.195011	0.443072	0.333333
Amp	7	76182500	76232500	0	0	0.251665	0.25
Amp	7	76237500	76277500	0	0.115998	0.33153	0.333333
Amp	7	76282500	76572500	0	0	0.251665	0.25
Amp	7	76577500	76577500	0	0.108148	0.317778	0.333333
Amp	7	76582500	76692500	0.169382	0.264298	0.406771	0.416667
Amp	7	76697500	76697500	0	0.108148	0.38051	0.25
Amp	7	76702500	96607500	0	0	0.312706	0.166667
Amp	7	96612500	96672500	0	0.068935	0.28305	0.333333
Amp	7	96677500	97522500	0	0	0.261471	0.25
Amp	7	97527500	97542500	0	0.081647	0.308357	0.333333
Amp	7	97547500	97592500	0	0.124956	0.291782	0.416667
Amp	7	97597500	97832500	0.077169	0.168054	0.280496	0.5
Amp	7	97837500	97837500	0.169382	0.306642	0.390727	0.5
Amp	7	97842500	97877500	0.383658	0.412705	0.475088	0.5
Amp	7	97882500	97902500	0.169382	0.30379	0.388459	0.5
Amp	7	97907500	98387500	0.111999	0.197728	0.302415	0.5
Amp	7	98392500	98647500	0.15657	0.237913	0.300563	0.583333
Amp	7	98652500	98732500	0	0.126592	0.252219	0.5
Amp	7	98737500	98922500	0.15657	0.246785	0.315344	0.583333
Amp	7	98927500	99142500	0.312326	0.36455	0.395631	0.583333
Amp	7	99147500	99147500	0.15657	0.246785	0.301391	0.583333
Amp	7	99152500	99177500	0	0.126592	0.219448	0.583333
Amp	7	99182500	99562500	0	0.083493	0.218678	0.5
Amp	7	99567500	99647500	0.154842	0.219557	0.327327	0.5
Amp	7	99652500	100302500	0.210438	0.327914	0.413512	0.5
Amp	7	100307500	102332500	0.169382	0.284605	0.451118	0.416667
Amp	7	102337500	104977500	0	0	0.258955	0.25
Amp	7	104982500	105712500	0	0.080826	0.295035	0.333333
Amp	7	105717500	127582500	0	0	0.258955	0.25
Amp	7	127587500	128462500	0	0.054219	0.361702	0.25
Amp	7	128467500	128532500	0.111999	0.197903	0.59027	0.25
Amp	7	128537500	129592500	0	0.024804	0.314909	0.25
Amp	7	129597500	129652500	0	0.140045	0.471246	0.25
Amp	7	129657500	129982500	0	0	0.248467	0.25
Amp	7	129987500	130027500	0	0.122758	0.344414	0.333333
Amp	7	130032500	139327500	0	0	0.248467	0.25
Amp	7	139332500	139482500	0	0.09239	0.308184	0.333333
Amp	7	139487500	142272500	0	0	0.248467	0.25
Amp	7	142277500	142492500	0	0.113671	0.329265	0.333333
Amp	7	142497500	143002500	0	0	0.248467	0.25
Amp	7	143007500	143107500	0	0.089985	0.373472	0.25
Amp	7	143112500	149392500	0	0	0.308932	0.166667
Amp	7	149397500	149407500	0	0.091355	0.357035	0.333333
Amp	7	149412500	149577500	0.169382	0.268841	0.459409	0.416667
Amp	7	149582500	149582500	0	0.135566	0.332203	0.416667
Amp	7	149587500	150057500	0	0.044211	0.245008	0.416667
Amp	7	150062500	150107500	0.077169	0.173233	0.368155	0.416667
Amp	7	150112500	150622500	0	0.044211	0.226474	0.416667
Amp	7	150627500	150637500	0.169382	0.290732	0.46177	0.416667
Amp	7	150642500	150907500	0.400228	0.430954	0.496339	0.5
Amp	7	150912500	150952500	0.175808	0.318544	0.40693	0.5
Amp	7	150957500	151662500	0.039341	0.166286	0.308779	0.416667
Amp	7	151667500	152132500	0	0.027812	0.215292	0.333333
Amp	7	152137500	152292500	0.077169	0.168394	0.360845	0.333333
Amp	7	152297500	154647500	0	0.063889	0.236162	0.333333
Amp	7	154652500	154712500	0.097697	0.179771	0.34441	0.416667
Amp	7	154717500	154787500	0	0.027812	0.243742	0.333333
Amp	7	154792500	155407500	0	0.139274	0.304888	0.416667
Amp	7	155412500	155562500	0	0.027812	0.243742	0.333333
Amp	7	155567500	158117500	0	0.120377	0.286852	0.416667
Amp	7	158122500	158962500	0.154842	0.229841	0.370509	0.5
Amp	7	158967500	159127500	0	0.137276	0.33567	0.416667
Amp	8	12500	97500	0.400228	0.445934	0.551126	0.416667
Amp	8	102500	197500	0	0.143048	0.32754	0.333333
Amp	8	202500	1792500	0	0.068328	0.267203	0.333333
Amp	8	1797500	21517500	0	0	0.281273	0.166667
Amp	8	21522500	21777500	0	0.132555	0.356764	0.333333
Amp	8	21782500	21892500	0	0	0.233613	0.25
Amp	8	21897500	22102500	0.328749	0.376781	0.648674	0.333333
Amp	8	22107500	22112500	0.154842	0.229976	0.473524	0.333333
Amp	8	22117500	22297500	0	0.101346	0.320058	0.333333
Amp	8	22302500	22382500	0	0.036496	0.292376	0.25
Amp	8	22387500	22402500	0	0.128274	0.451127	0.25
Amp	8	22407500	22637500	0.15657	0.240055	0.495043	0.333333
Amp	8	22642500	22892500	0.010686	0.148277	0.385544	0.333333
Amp	8	22897500	29212500	0	0.036496	0.30513	0.25
Amp	8	29217500	43422500	0	0	0.282333	0.166667
Amp	8	43427500	46997500	0	0.035381	0.253465	0.25
Amp	8	47002500	47082500	0	0.13025	0.54785	0.166667
Amp	8	47087500	47102500	0.154842	0.21697	0.754777	0.166667
Amp	8	47107500	47172500	0.169382	0.304483	0.642399	0.25
Amp	8	47177500	47312500	0	0.049717	0.355687	0.166667
Amp	8	47317500	47362500	0.077169	0.173957	0.652141	0.166667
Amp	8	47367500	67332500	0	0	0.380775	0.083333
Amp	8	67337500	67387500	0	0.10462	0.530914	0.166667
Amp	8	67392500	67457500	0.111999	0.190346	0.490313	0.25
Amp	8	67462500	67467500	0	0.10462	0.530914	0.166667
Amp	8	67472500	70842500	0	0	0.241196	0.166667
Amp	8	70847500	71017500	0	0.114361	0.34272	0.25
Amp	8	71022500	72132500	0	0	0.241196	0.166667
Amp	8	72137500	72202500	0.010686	0.151243	0.417857	0.25
Amp	8	72207500	98737500	0	0	0.241196	0.166667
Amp	8	98742500	98787500	0	0.112	0.302186	0.333333
Amp	8	98792500	99342500	0	0	0.224749	0.25
Amp	8	99347500	99407500	0	0.097359	0.41994	0.25
Amp	8	99412500	99442500	0.133141	0.206715	0.445425	0.333333
Amp	8	99447500	99452500	0	0.109356	0.329268	0.333333
Amp	8	99457500	101397500	0	0	0.265064	0.25
Amp	8	101402500	102197500	0	0.064927	0.276261	0.333333
Amp	8	102202500	110817500	0	0	0.252189	0.25
Amp	8	110822500	110882500	0	0.085652	0.388441	0.25
Amp	8	110887500	123777500	0	0	0.206093	0.25
Amp	8	123782500	124097500	0	0.091037	0.263184	0.333333
Amp	8	124102500	124167500	0	0	0.206093	0.25
Amp	8	124172500	124232500	0	0.137863	0.319051	0.333333
Amp	8	124237500	128272500	0	0.021049	0.179683	0.333333
Amp	8	128277500	128737500	0.328749	0.371312	0.597575	0.333333
Amp	8	128742500	133787500	0.375817	0.3959	0.644356	0.333333
Amp	8	133792500	133872500	0.328749	0.374851	0.825658	0.25
Amp	8	133877500	135457500	0.400228	0.431331	0.686628	0.333333
Amp	8	135462500	135522500	0.471206	0.53275	0.807629	0.333333
Amp	8	135527500	136497500	0.375817	0.406743	0.651287	0.333333
Amp	8	136502500	136667500	0.257794	0.350263	0.778536	0.25
Amp	8	136672500	136757500	0.400228	0.447776	0.700243	0.333333
Amp	8	136762500	139072500	0.257794	0.350263	0.778536	0.25
Amp	8	139077500	139107500	0.362576	0.38669	0.872349	0.25
Amp	8	139112500	141377500	0.400228	0.424168	0.738853	0.333333
Amp	8	141382500	141987500	0.451188	0.498102	0.66165	0.416667
Amp	8	141992500	142367500	0.548277	0.619187	0.777221	0.416667
Amp	8	142372500	142452500	0.926938	0.850136	0.997654	0.416667
Amp	8	142457500	143902500	0.9149	0.720205	0.873639	0.416667
Amp	8	143907500	143987500	0.471206	0.59912	0.743674	0.416667
Amp	8	143992500	144297500	0.9149	0.741886	0.879939	0.416667
Amp	8	144302500	144712500	0.926938	0.895543	1.026599	0.416667
Amp	8	144717500	145167500	1.157032	1.045397	1.169629	0.416667
Amp	8	145172500	145202500	1.188742	1.107661	1.024215	0.5
Amp	8	145207500	145302500	1.101017	1.006642	0.929936	0.5
Amp	8	145307500	145332500	1.205399	1.135473	1.043836	0.5
Amp	8	145432500	145772500	1.205399	1.112679	1.025706	0.5
Amp	8	145777500	146182500	1.101017	0.983848	0.923235	0.5
Amp	8	146187500	146202500	0.926938	0.803603	0.918338	0.416667
Amp	8	146207500	146302500	0.548277	0.617026	0.740258	0.416667
Amp	9	12500	52500	0	0.055295	0.294106	0.166667
Amp	9	57500	14307500	0	0	0.324328	0.083333
Amp	9	14312500	14357500	0.097697	0.178168	0.752334	0.166667
Amp	9	14362500	15282500	0	0.022179	0.380121	0.166667
Amp	9	15287500	15422500	0	0.096557	0.371733	0.25
Amp	9	15427500	21812500	0	0.022179	0.380121	0.166667
Amp	9	21817500	32367500	0	0	0.654396	0.083333
Amp	9	32372500	34492500	0	0.033862	0.242643	0.083333
Amp	9	34497500	34612500	0.039341	0.15978	0.843563	0.083333
Amp	9	34617500	34657500	0.15657	0.239607	0.636819	0.166667
Amp	9	34662500	34677500	0.039341	0.15978	0.843563	0.083333
Amp	9	34682500	42022500	0	0.033862	0.161601	0.083333
Amp	9	42027500	45722500	0	0	0	0
Amp	9	45727500	45772500	0	0.068517	0.330598	0.083333
Amp	9	45777500	46062500	0	0	0	0
Amp	9	46067500	46392500	0	0.072739	0.347134	0.083333
Amp	9	46397500	47057500	0	0	0	0
Amp	9	47062500	47187500	0.154842	0.214898	0.512782	0.166667
Amp	9	47192500	47197500	0	0.050844	0.242643	0.083333
Amp	9	47202500	67747500	0	0	0	0
Amp	9	67752500	67807500	0	0.076916	0.251598	0.166667
Amp	9	67812500	69947500	0	0	0.136131	0.083333
Amp	9	69952500	70012500	0	0.080193	0.259418	0.166667
Amp	9	70062500	78582500	0	0	0.136131	0.083333
Amp	9	78587500	78697500	0	0.136317	0.42674	0.166667
Amp	9	78702500	91112500	0	0	0.136131	0.083333
Amp	9	91117500	91162500	0	0.116237	0.347228	0.166667
Amp	9	91167500	94557500	0	0	0.136131	0.083333
Amp	9	94562500	94607500	0	0.09855	0.399794	0.166667
Amp	9	94612500	95702500	0	0	0.164637	0.166667
Amp	9	95707500	95842500	0	0.136963	0.498645	0.166667
Amp	9	95847500	96032500	0.169382	0.265167	0.569227	0.25
Amp	9	96037500	96082500	0	0.128204	0.351349	0.25
Amp	9	96087500	96332500	0	0	0.171829	0.166667
Amp	9	96337500	96447500	0	0.093605	0.395186	0.166667
Amp	9	96452500	96647500	0	0	0.148042	0.166667
Amp	9	96652500	96737500	0	0.144734	0.493399	0.166667
Amp	9	96742500	108582500	0	0	0.136131	0.083333
Amp	9	108587500	111937500	0	0.03064	0.141177	0.166667
Amp	9	111942500	112102500	0	0.131045	0.286694	0.25
Amp	9	112107500	115822500	0	0.03064	0.141177	0.166667
Amp	9	115827500	116232500	0	0.064361	0.221641	0.166667
Amp	9	116237500	117267500	0.010686	0.153824	0.320847	0.25
Amp	9	117272500	123602500	0	0.064361	0.221641	0.166667
Amp	9	123607500	123687500	0.097697	0.18774	0.368975	0.25
Amp	9	123692500	124007500	0	0.064361	0.221641	0.166667
Amp	9	124012500	124097500	0.039341	0.167237	0.311413	0.25
Amp	9	124102500	124212500	0	0.064361	0.221641	0.166667
Amp	9	124217500	124442500	0.039341	0.162715	0.32663	0.25
Amp	9	124447500	124522500	0.210438	0.329582	0.467137	0.333333
Amp	9	124527500	124992500	0.133141	0.199093	0.311454	0.333333
Amp	9	124997500	125087500	0	0.10074	0.236402	0.25
Amp	9	125092500	125162500	0.133141	0.205953	0.319638	0.333333
Amp	9	125167500	125262500	0	0.10074	0.236402	0.25
Amp	9	125267500	125557500	0	0.064361	0.221641	0.166667
Amp	9	125562500	125822500	0.039341	0.165684	0.308942	0.25
Amp	9	125827500	126027500	0.133141	0.20287	0.279612	0.333333
Amp	9	126032500	126182500	0.257794	0.355831	0.382787	0.416667
Amp	9	126187500	126687500	0.133141	0.20287	0.279612	0.333333
Amp	9	126692500	126937500	0.169382	0.292133	0.335345	0.416667
Amp	9	126942500	127117500	0.223284	0.335981	0.377196	0.416667
Amp	9	127122500	127177500	0.133141	0.20287	0.250147	0.416667
Amp	9	127182500	127277500	0.328749	0.366926	0.406732	0.416667
Amp	9	127282500	127527500	0.133141	0.20287	0.279612	0.333333
Amp	9	127532500	127667500	0.312326	0.363887	0.381471	0.416667
